,Sentence,Tokenized,Class,Label,Label tokenized,,
62," os nezistila iné tretie osoby, ktoré by ovládali alebo kontrolovali pvs mali hospodársky prospech z podnikania alebo z inej ?innosti pvs mali právo vymenova? a odvola? vmkuv riadiaci orgán, dozorný orgán alebo kontrolný orgán pvs že neexistujú iné tretie osoby, na ktoré by boli prevedené hlasovacie práva a mali by priamy alebo nepriamy podiel na hlasovacích právach alebo na základnom imaní pvs ii"," os nezistila iný tretí osoba , ovládali kontrolova? pvs ma? hospodársky prospech podnikanie iný ?innos? pvs ma? právo vymenova? odvola? vmkuv riadiaci orgán , dozorný orgán kontrolný orgán pvs neexistujú iný tretí osoba , by? prevedené hlasovacie právo ma? priamy nepriamy podiel hlasovacích právo základnom imaní pvs ii ",majitel,0,0,,
63,"000,00 € spolo?níci pvs meno a priezvisko: kuv dátum narodenia: 8","000 ,00 € spolo?níci pvs meno priezvisko : kuv dátum narodenie : 8 ",majitel,0,0,,
64, b) zákona o rpvs na základe vyššie uvedených podkladov boli zistené nasledujúce skuto?nosti oh?adom riadiacej štruktúry pvs 3 vmkuv meno a priezvisko: kuv dátum narodenia: 8, riadiaca štruktúra pvs § 11 ods . 5 písm . b ) zákon rpvs základ vysoko uvedený podkladov by? zistené nasledujúce skuto?nos? oh?adom riadiacej štruktúry pvs 3 vmkuv meno priezvisko : kuv dátum narodenie : 8 ,majitel,0,0,,
65, identifikácia kuv pvs pod?a § 11 ods, identifikácia kuv pvs § 11 ods ,majitel,0,0,,
66," spolo?ník pvs má 100% podiel na základnom imaní a hlasovacích právach pvs ma právo ako spolo?ník pvs hlasova? o vymenovaní alebo odvolaní vmkuv spolo?nosti, riadiacich orgánov, kontrolných alebo dozorných 2 orgánov pvs a ma právo na hospodársky prospech vo výške 100% z podnikania pvs ?ím sp??a definíciu kúv v zmysle zákona o rpvs v spojitosti s § 6a ods"," spolo?ník pvs ma? 100 % podiel základnom imaní hlasovacích právo pvs právo spolo?ník pvs hlasova? vymenovaní odvolaní vmkuv spolo?nos? , riadiacich orgán , kontrolný dozorných 2 orgán pvs právo hospodársky prospech výška 100 % podnikanie pvs sp??a definícium kúv zmysel zákon rpvs spojitosti § 6a ods ",majitel,1,1,,
67," kuv ako jediný spolo?ník a konate? pvs predložili os ?estné vyhlásenie, že: a) je spolo?níkom pvs so splatenou výškou vkladu 5"," kuv jediný spolo?ník konate? pvs predložili os ?estné vyhlásenie , : ) by? spolo?níkom pvs splatenou výškou vkladu 5 ",majitel,1,1,,
68,"000,00 €, b) skuto?ne ovláda a kontroluje pvs nako?ko ako jeho jediný spolo?ník má 100% podiel na základnom imaní a hlasovacích právach pvs má právo ako spolo?ník pvs hlasova? o vymenovaní alebo odvolaní vmkuv spolo?nosti, riadiacich orgánov, kontrolných alebo dozorných orgánov pvs a má právo na hospodársky prospech vo výške 100% z podnikania pvs c) nie je verejným funkcionárom vykonávajúcim funkciu v slovenskej republike, d) pvs nemá uzatvorený právny vz?ah na základe zmluvy o tichom spolo?enstve s tre?ou osobou, e) nemá uzatvorený vz?ah s tre?ou osobou, ktorý by ho obmedzoval v práve vymenova? a odvola? vmkuv riadiaci orgán, dozorný orgán alebo kontrolný orgán pvs f) nemá uzatvorený iný právny vz?ah s tre?ou osobou, ktorý by ho obmedzoval vo výkone práv spolo?níka u pvs g) nemá uzatvorený právny vz?ah s tre?ou osobou, na základe ktorého by mala tretia osoba nárok na hospodársky prospech z podnikania pvs alebo z inej jej ?innosti, h) nepreviedol svoje právo na vyplatenie podielu zo zisku pvs na tretiu osobu, i) nepreviedol svoje hlasovacie práva u pvs na tretiu osobu","000 ,00 € , b ) skuto?ne ovláda kontroluje pvs nako?ko jediný spolo?ník ma? 100 % podiel základnom imaní hlasovacích právo pvs ma? právo spolo?ník pvs hlasova? vymenovaní odvolaní vmkuv spolo?nos? , riadiacich orgán , kontrolný dozorných orgán pvs ma? právo hospodársky prospech výška 100 % podnikanie pvs c ) nie by? verejný funkcionárom vykonávajúcim funkcia slovenský republike , d ) pvs nema? uzatvorený právny vz?ah základ zmluva tichom spolo?enstvo tre?ou osobou , e ) nema? uzatvorený vz?ah tre?ou osobou , obmedzoval vymenova? odvola? vmkuv riadiaci orgán , dozorný orgán kontrolný orgán pvs f ) nema? uzatvorený iný právny vz?ah tre?ou osobou , obmedzoval výkone právo spolo?ník u pvs g ) nema? uzatvorený právny vz?ah tre?ou osobou , základ ma? tretí osoba nárok hospodársky prospech podnikanie pvs iný ?innos? , h ) nepreviedol právo vyplatenie podiel zisku pvs tretiu osobu , ) nepreviedol hlasovacie právo u pvs tretiu osobu ",majitel,1,1,,
69," os nezistila iné tretie osoby, ktoré by ovládali alebo kontrolovali pvs mali hospodársky prospech z podnikania alebo z inej ?innosti pvs mali právo vymenova? a odvola? vmkuv riadiaci orgán, dozorný orgán alebo kontrolný orgán pvs že neexistujú iné tretie osoby, na ktoré by boli prevedené hlasovacie práva a mali by priamy alebo nepriamy podiel na hlasovacích právach alebo na základnom imaní pvs ii"," os nezistila iný tretí osoba , ovládali kontrolova? pvs ma? hospodársky prospech podnikanie iný ?innos? pvs ma? právo vymenova? odvola? vmkuv riadiaci orgán , dozorný orgán kontrolný orgán pvs neexistujú iný tretí osoba , by? prevedené hlasovacie právo ma? priamy nepriamy podiel hlasovacích právo základnom imaní pvs ii ",majitel,0,0,,
70," a) zákona obchodné meno pvs sídlo lovinského 22, 811 04 bratislava právna forma spolo?nos? s ru?ením obmedzeným zápis vo verejnom registri spolo?nos? je zapísaná v obchodnom registri okresného súdu bratislava i, oddiel: sro, vložka ?íslo: 66366/b identifika?né ?íslo organizácie 36 868 949 konajúca kuv, konate? identifikácia a overenie identifikácie kuv pvs postupom pod?a § 11 ods"," dorota ?urianová , advokát konate? pvs zmysel § 2 ods . 1 písm . ) zákon obchodné meno pvs sídlo lovinského 22 , 811 04 bratislava právna forma spolo?nos? ru?eniem obmedzeným zápis verejný registri spolo?nos? by? zapísaná obchodnom registri okresného súd bratislava , oddiel : sro , vložka ?íslo : 66366/b identifika?né ?íslo organizácia 36 868 949 konajúca kuv , konate? identifikácia overenie identifikácie kuv pvs postupom § 11 ods . 4 nadväznosti § 11 ods . 5 písm . ) zákon ú?elom identifikácie kuv by? os zaobstarané nasledujúci dokument : • aktuálny výpis obchodný register spolo?nos? pvs ; • zakladate?ská listina spolo?nos? pvs ; • kópia ob?ianskeho preukazu – kuv - trvale bytom mateja bela 845/6 , 811 06 bratislava – starý mesto , dátum narodenie 31 ",majitel,0,0,,
71," a) zákona za ú?elom identifikácie kuv boli os zaobstarané nasledujúceho dokumenty: • aktuálny výpis z obchodného registra spolo?nosti pvs; • zakladate?ská listina spolo?nosti pvs; • kópia ob?ianskeho preukazu – kuv - trvale bytom mateja bela 845/6, 811 06 bratislava – staré mesto, dátum narodenia 31"," : +421 2 21 201 010 , fax : +421 2 21 201 012 • zmluva výkone funkcia konate?a ; • ú?tovná závierka spolo?nos? pvs ; • dotazník kuv • rozhodnutie vymenovaní verejný funkcia ( ?alej „ podklady “ ) ",majitel,0,0,,
72,": +421 2 21 201 010, fax: +421 2 21 201 012 • zmluva o výkone funkcie konate?a; • ú?tovná závierka spolo?nosti pvs; • dotazník kuv • rozhodnutie o vymenovaní do verejnej funkcie (?alej iba „podklady“)"," vlastnícka štruktúra riadiaca štruktúra pvs zmysel § 11 ods . 5 písm . b ) zákon pvs verejný sektra by? spolo?nos? ru?eniem obmedzeným , jediný spolo?níkom by? kuv , trvale bytom mateja bela 845/6 , 811 06 bratislava , dátum narodenie 31 ",majitel,0,1,,
73," b) zákona pvs verejného sektra je spolo?nos?ou s ru?ením obmedzeným, ktorej jediným spolo?níkom je kuv, trvale bytom mateja bela 845/6, 811 06 bratislava, dátum narodenia 31"," vmkuv pvs by? konate? , by? kuv , trvale bytom mateja bela 845/6 , 811 06 bratislava – starý mesto , dátum narodenie 31 ",majitel,1,0,,
74," vmkuv pvs je konate?, ktorým je kuv, trvale bytom mateja bela 845/6, 811 06 bratislava – staré mesto, dátum narodenia 31"," dorota ?urianová , advokát konate? pvs zmysel § 2 ods . 1 písm . ) zákon obchodné meno pvs sídlo lovinského 22 , 811 04 bratislava právna forma spolo?nos? ru?eniem obmedzeným zápis verejný registri spolo?nos? by? zapísaná obchodnom registri okresného súd bratislava , oddiel : sro , vložka ?íslo : 66366/b identifika?né ?íslo organizácia 36 868 949 konajúca kuv , konate? identifikácia overenie identifikácie kuv pvs postupom § 11 ods . 4 nadväznosti § 11 ods . 5 písm . ) zákon ú?elom identifikácie kuv by? os zaobstarané nasledujúci dokument : • aktuálny výpis obchodný register spolo?nos? pvs ; • zakladate?ská listina spolo?nos? pvs ; • kópia ob?ianskeho preukazu – kuv - trvale bytom mateja bela 845/6 , 811 06 bratislava – starý mesto , dátum narodenie 31 . 05 . 1976 , ob?an sr ; • prevernie spolo?nos? , konate?a , jediný spolo?ník notárskom centrálnom registri záložných právo ; • výpis ú?tu spolo?nos? pvs ; os advokátska kancelária ; mgr ",majitel,0,0,,
75," a) zákona obchodné meno pvs sídlo lovinského 22, 811 04 bratislava právna forma spolo?nos? s ru?ením obmedzeným zápis vo verejnom registri spolo?nos? je zapísaná v obchodnom registri okresného súdu bratislava i, oddiel: sro, vložka ?íslo: 66366/b identifika?né ?íslo organizácie 36 868 949 konajúca kuv, konate? identifikácia a overenie identifikácie kuv pvs postupom pod?a § 11 ods"," vmkuv pvs by? konate? , by? kuv , trvale bytom mateja bela 845/6 , 811 06 bratislava – starý mesto , dátum narodenie 31 ",majitel,0,0,,
76," a) zákona za ú?elom identifikácie kuv boli os zaobstarané nasledujúceho dokumenty: • aktuálny výpis z obchodného registra spolo?nosti pvs; • zakladate?ská listina spolo?nosti pvs; • kópia ob?ianskeho preukazu – kuv - trvale bytom mateja bela 845/6, 811 06 bratislava – staré mesto, dátum narodenia 31", verifika?ný dokument by? vypracovaný súlad zákon ú?elom identifikácie kuv tvori? prílohu návrh zápis pvs register pvs ,majitel,0,0,,
77," vmkuv pvs je konate?, ktorým je kuv, trvale bytom mateja bela 845/6, 811 06 bratislava – staré mesto, dátum narodenia 31", ,majitel,0,0,,
78, tento verifika?ný dokument bol vypracovaný v súlade so zákonom za ú?elom identifikácie kuv a tvorí prílohu k návrhu na zápis pvs do registra pvs, ,majitel,0,0,,
79," všeobecné ustanovenia pvs: kuv - elma i?o: 33674752 di?: 1020449826 i? dph: sk1020449826 miesto podnikania: 95601 bojná 108 zapísaný: živnostenský register okresného úradu topo??any, ?íslo živnostenského registra: 406-5367 (?alej len „pvs“) os advokátska kancelária mihalda, valach, kišac, s"," registri pvs zmena doplnení zákon 1 . všeobecný ustanovenie pvs : kuv - elma i?o : 33674752 di? : 1020449826 i? dph : sk1020449826 miesto podnikanie : 95601 bojná 108 zapísaný : živnostenský register okresného úrad topo??any , ?íslo živnostenského register : 406-5367 ( ?alej „ pvs “ ) os advokátska kancelária mihalda , valach , kišac , ",majitel,0,0,,
80,1 predmetom tohto verifika?ného dokumentu je identifikácia kuv pvs (?alej len „kuv pod?a ust,1 predmet verifika?ného dokument by? identifikácia kuv pvs ( ?alej „ kuv ust ,majitel,0,0,,
81, os boli vrámci procesu obstarávania informácií o kuv s dôrazom na konanie s odbornou starostlivos?ou zo strany pvs predložené nasledovné doklady a písomnosti: a/ ?estné vyhlásenie kuv zo d?a 08, os by? vrámci proces obstarávanie informácia kuv dôraz konanie odborný starostlivos?ou strana pvs predložené nasledovné doklad písomnosti : a/ ?estné vyhlásenie kuv de? 08 ,majitel,0,0,,
82,1 tento verifika?ný dokument bol vypracovaný os v súlade so zákonom o registri pvs za ú?elom identifikácie kuv a tvorí prílohu k návrhu na zápis pvs do registra pvs,1 verifika?ný dokument by? vypracovaný os súlad zákon registri pvs ú?elom identifikácie kuv tvori? prílohu návrh zápis pvs register pvs ,majitel,0,0,,
83," všeobecné ustanovenia pvs: kuv - elma i?o: 33674752 di?: 1020449826 i? dph: sk1020449826 miesto podnikania: 95601 bojná 108 zapísaný: živnostenský register okresného úradu topo??any, ?íslo živnostenského registra: 406-5367 (?alej len „pvs“) os advokátska kancelária mihalda, valach, kišac, s"," registri pvs zmena doplnení zákon 1 . všeobecný ustanovenie pvs : kuv - elma i?o : 33674752 di? : 1020449826 i? dph : sk1020449826 miesto podnikanie : 95601 bojná 108 zapísaný : živnostenský register okresného úrad topo??any , ?íslo živnostenského register : 406-5367 ( ?alej „ pvs “ ) os advokátska kancelária mihalda , valach , kišac , ",majitel,0,0,,
84,1 predmetom tohto verifika?ného dokumentu je identifikácia kuv pvs (?alej len „kuv pod?a ust,1 predmet verifika?ného dokument by? identifikácia kuv pvs ( ?alej „ kuv ust ,majitel,0,0,,
85, os boli vrámci procesu obstarávania informácií o kuv s dôrazom na konanie s odbornou starostlivos?ou zo strany pvs predložené nasledovné doklady a písomnosti: a/ ?estné vyhlásenie kuv zo d?a 08, os by? vrámci proces obstarávanie informácia kuv dôraz konanie odborný starostlivos?ou strana pvs predložené nasledovné doklad písomnosti : a/ ?estné vyhlásenie kuv de? 08 ,majitel,0,0,,
86,1 žiaden kuv pvs nie je ku d?u vyhotovenia tohto dokumentu verejným funkcionárom vykonávajúcim funkciu v slovenskej republike,1 žiaden kuv pvs nie by? d?u vyhotovenia dokument verejný funkcionárom vykonávajúcim funkcia slovenský republike ,majitel,0,0,,
87,1 tento verifika?ný dokument bol vypracovaný os v súlade so zákonom o registri pvs za ú?elom identifikácie kuv a tvorí prílohu k návrhu na zápis pvs do registra pvs," zápis vmkuv register 6 . 1 os vyhlasuje , pvs nie by? pvs $ 4 ods ",majitel,0,0,,
88, ,1 verifika?ný dokument by? vypracovaný os súlad zákon registri pvs ú?elom identifikácie kuv tvori? prílohu návrh zápis pvs register pvs ,majitel,0,0,,
89,"2017 ka 2 ú?tovníctvo pvs za rok 2016 vrátane denníka, hlavnej knihy, ú?tovných dokladov, ej závierky, da?ového priznania z dane z príjmov za rok 2016, knihy došlých faktúr, bankových výpisov, príkazov na úhradu a/ verejne dostupné registre a databázy e/ doklad totožnosti spolo?níka a konate?ov pvs /?alej len ako dostupné dokumenty/ pri identifikácii tohto pvs /?alej len pvs/, mi bolo predložené teda aj vyššie uvedené úplné znenie spolo?enskej zmluvy pvs a?alej som si zaobstaral výpis z obchodného registra daného pvs, ktorý je použite?ný na právne úkony a z neho som zistil názov, adresu sídla, identifika?né ?íslo, ozna?enie úradného registra, v ktorej jeos zapísaná, ?íslo zápisu do tohto registra alebo evidencie a identifikoval som fyzické osoby, ktoré sú oprávnené kona? v meneos ?alej som identifikoval spolo?níkov, vmkuv pvs pod?a mena, priezviska, dátumu narodenia, adresy trvalého pobytu alebo iného pobytu, štátnej príslušnosti, zistil som druh a ?íslo dokladu totožnosti a v akom rozsahu je oprávnený kona? vmkuv v mene spolo?nosti","2017 ka 2 ú?tovníctvo pvs rok 2016 vrátane denník , hlavný kniha , ú?tovných doklad , ej závierky , da?ový priznanie da? príjem rok 2016 , kniha došlých faktúr , bankových výpisov , príkazov úhradu a/ verejne dostupné registre databázy e/ doklad totožnosti spolo?ník konate? pvs /?alej dostupné dokument / identifikácii pvs /?alej pvs/ , by? predložené vysoko uvedený úplný znenie spolo?enskej zmluva pvs a?alej by? zaobstaral výpis obchodný register daného pvs , by? použite?ný právny úkony by? zisti? názov , adresa sídla , identifika?né ?íslo , ozna?enie úradného register , jeos zapísaná , ?íslo zápisu register evidencie identifikoval by? fyzické osoba , by? oprávnené kona? meneos ?alej by? identifikoval spolo?níkov , vmkuv pvs meno , priezviska , dátumu narodenie , adresy trvalého pobyt iný pobyt , štátny príslušnosti , zisti? by? druh ?íslo dokladu totožnosti aký rozsahu by? oprávnený kona? vmkuv mene spolo?nos? ",majitel,0,0,,
90, riadiaca štruktúra pvs -vmkuv sú: 1/ ing, riadiaca štruktúra pvs -vmkuv by? : 1 / ing ,majitel,0,0,,
91,"ryn{ dokumenty i pri identit'ikdcii tohto pvs oerejniho sektora ld'alej len pvsi , mi bolo predlol,eni teda ai otfiiie tfitedeni uplni znenie spolotenskej zmlw:y pvs a d'alej som si zaobstaral 1,ypis z obchodniho registra daniho pvs, ktory je poulitel'ny na prdztne ilkony a z neho som zistil ndzoo, adresu sidla, identifikatni tislo, oznadenie tiradniho registra, o ktorej je prdztnickd osoba-pvs zapisand, tislo zapisu do tohto registra alebo eoidencie a identifikooal som fyzicki osoby, ktori si oprdoneni konaf o mene prdonickei osoby-pvs, d'alej som identifikoztal spolotnikoa, vmkuv pvs podl'a mena, priezoiska, ddtumu narodenia, adresy traaliho pobyttt alebo iniho pobytu, ltdtnei prisluinosti, zistil som druh a iislo dokladtr totoinosti a r akom rozsahu je oprdt:neny konal vmkuv o mene spoloinosti","ryn{ dokument identit'ikdcii pvs oerejniho sektor ld'alej pvsi , by? predlol ,eni ai otfiiie tfitedeni uplni znenie spolotenskej zmlw :y pvs d'alej by? zaobstaral 1 , ypis obchodniho register daniho pvs , ktory by? poulitel'ny prdztne ilkony by? zisti? ndzoo , adresa sidla , identifikatni tislo , oznadenie tiradniho register , by? prdztnickd osoba-pvs zapisand , tislo zapisu register eoidencie identifikooal by? fyzicki osoba , ktori oprdoneni konaf mene prdonickei osoby-pvs , d' alej by? identifikoztal spolotnikoa , vmkuv pvs podl' meno , priezoiska , ddtumu narodenie , adresy traaliho pobyttt iniho pobyt , ltdtnei prisluinosti , zisti? by? druh iislo dokladtr totoinosti r aký rozsahu by? oprdt:neny kona? vmkuv mene spoloinosti ",majitel,0,0,,
